customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2330-A345,Male,0,No,Yes,51,No,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.8952529988558,3861.9164295547903,Yes
3847-C176,Male,0,No,No,53,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,113.04504547637038,5992.941084778987,Yes
3564-A518,Male,0,Yes,No,32,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),90.902962818755,2919.633751901995,No
8381-C708,Female,0,No,Yes,49,No,Yes,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,87.54212689037978,4285.836869754287,Yes
8699-B133,Female,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),115.54989570586538,4289.652363174305,No
4792-B823,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),98.5367677739945,2572.395530203948,No
5632-C980,Female,0,Yes,No,14,No,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,31.980666081424587,468.0700153295125,No
8438-A803,Female,0,No,No,60,Yes,No phone service,No,No,No,No,No,No,No,One year,No,Electronic check,53.18732624110824,3195.3531445870685,No
4824-B906,Female,0,Yes,No,20,No,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,115.24664042413745,2304.316368066436,No
4241-B217,Female,1,No,Yes,45,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,67.46539211689878,3020.09027329501,Yes
9922-A763,Male,0,Yes,Yes,68,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),29.46956325477913,1996.1134301090503,No
3441-B946,Male,0,Yes,No,5,No,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,64.33979040707035,319.6199221403594,Yes
3330-A161,Female,0,No,Yes,37,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,88.29782002411547,3266.124270580657,No
3718-B709,Female,0,No,No,61,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.50359627896474,7252.206597039314,No
5728-B227,Male,0,Yes,Yes,61,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),50.80248431460179,3096.881775375145,No
8679-C411,Male,0,No,Yes,45,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Two year,No,Mailed check,69.915730925367,3128.524358748809,No
7594-B612,Female,0,No,Yes,12,No,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,106.65791081730428,1286.5406333754302,Yes
9847-B548,Male,0,No,Yes,2,No,No,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,53.95435541476202,113.97369323221727,No
2317-C140,Female,0,Yes,No,5,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.230786437381152,141.56463514250697,Yes
8078-C430,Female,0,Yes,Yes,7,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),113.61805543765115,816.6030926410842,Yes
5102-A193,Male,1,No,No,43,No,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.33830107470676,2876.580735664961,Yes
4750-C956,Male,0,No,No,32,No,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,68.77976293258315,2213.4469848385397,Yes
1339-C941,Female,0,No,No,49,No,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),80.68061453272031,3950.4391450625153,No
5415-C141,Female,0,Yes,Yes,10,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Two year,No,Electronic check,18.605430682174074,176.55012903894783,No
3870-B631,Male,0,Yes,No,27,Yes,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.82868314466934,3043.3784276854467,Yes
8245-B285,Female,0,No,No,69,No,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,54.57583401984144,3773.099514671972,Yes
8141-C933,Male,0,No,No,40,Yes,No,No,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,58.14165216962704,2322.681699953101,No
9056-A581,Female,1,No,Yes,15,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),35.74797937709012,533.0320537676893,No
6700-B441,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,56.25423713589234,3771.788076458489,No
6260-C207,Male,0,No,No,47,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,99.04632484299323,4650.5576324614985,No
3634-B521,Male,0,No,Yes,55,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,98.64916309183126,5438.7000552968075,Yes
9117-B778,Female,1,Yes,No,63,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),112.297582509993,7075.624552060185,No
7561-C137,Female,0,No,No,58,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),58.77456200441998,3419.1002407733295,No
8451-A422,Male,0,Yes,Yes,61,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),89.47651112673273,5460.146442180663,No
5135-B218,Female,0,No,No,10,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),69.22737429835948,700.9720929753381,No
7622-C944,Male,0,No,Yes,17,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,99.05429034667266,1697.3780334109,No
1018-C990,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,89.86047191786619,,No
9889-B523,Female,1,Yes,No,54,No,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,55.224243991270704,2987.0186424048206,Yes
1888-A630,Female,0,Yes,Yes,25,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.085720342496096,1293.4775377059916,Yes
6927-C874,Male,0,Yes,Yes,5,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,No,Mailed check,43.62046753431074,216.37651499626926,No
9167-C552,Female,0,No,No,3,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),76.1898369441081,228.30813213954468,Yes
1845-A373,Female,0,Yes,No,28,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,115.11620658518288,3217.5216960043344,No
9998-A394,Male,0,No,Yes,58,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,38.35670713056538,2217.287471342757,No
8178-C596,Male,0,Yes,Yes,16,No,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,27.822871717884684,446.91095317825904,No
2989-A745,Female,0,No,No,42,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,30.24976452866952,1260.6570338230426,Yes
4920-C262,Male,0,No,Yes,65,No,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,96.95141696314008,6290.068097697379,No
6091-C114,Male,0,No,Yes,33,No,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),53.43553283059865,1746.4282250951721,Yes
7684-A330,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),40.79886618308416,290.39543022994326,Yes
2858-B220,Male,0,No,Yes,12,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,53.710833896536755,647.9424865399208,No
3522-B833,Male,0,No,Yes,7,Yes,No,No,No,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),83.10574668936694,578.4934717931702,No
5781-C822,Female,0,Yes,Yes,64,No,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.20210604524252,4694.877099653208,No
5479-B954,Female,0,No,Yes,42,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.9807353553832,3895.202791352874,Yes
8905-B349,Male,1,Yes,No,38,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.326951922418516,1992.2329141251225,Yes
8483-C248,Male,1,Yes,No,58,No,No,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,63.678871633200885,3693.916188330006,Yes
7284-A713,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,28.49782108077381,1217.9995030865462,No
9327-C239,Female,0,Yes,No,8,No,No,No,Yes,No,No,No internet service,No,No internet service,One year,No,Credit card (automatic),25.592393926294534,199.81372711239123,No
2143-B891,Female,0,No,No,36,No,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),64.7066519058321,2323.7445088094114,Yes
7798-B906,Female,0,Yes,Yes,35,No,No phone service,DSL,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),48.560459048315316,1702.1436063816507,Yes
9318-B940,Male,0,No,Yes,27,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.83645749968115,2161.5186412279463,Yes
1042-B843,Female,0,Yes,Yes,41,No,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),22.571717627179478,921.1764843992125,No
5891-C693,Female,0,No,Yes,42,No,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,30.487520948756327,1273.3548346065893,No
9022-A557,Male,0,No,No,41,No,Yes,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,105.20167651619272,4314.6409584491685,No
9824-B453,Female,0,No,Yes,65,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),75.16431796267,4869.163155898465,No
6446-C881,Male,0,No,Yes,54,No,No,No,No internet service,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,89.81148063596834,4850.163529006713,No
9903-B566,Female,0,Yes,No,71,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.86819793008321,7319.259807881125,No
6272-A814,Female,0,No,Yes,47,No,No phone service,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,64.86535146648025,3041.6318862224416,No
4912-C492,Female,0,Yes,Yes,21,No,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),94.73656858873134,1987.6993887626086,No
4826-B144,Male,0,Yes,No,26,Yes,No phone service,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,70.97085069688919,1855.4877356121433,Yes
6213-C584,Male,0,Yes,Yes,66,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,40.636251412507235,2689.539326636229,No
7246-B779,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),52.184444964494425,626.8317303911816,No
3492-B137,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),67.53021932609391,2970.744365087498,Yes
3068-C704,Male,0,Yes,Yes,9,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,One year,No,Electronic check,50.09699799331321,438.51740618613724,No
6439-A995,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Mailed check,51.970532980664785,420.67579205429627,No
8213-A638,Male,0,No,No,53,No,No phone service,No,No,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),52.157979540501024,2750.9391655224404,No
8486-A839,Male,0,No,No,26,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,30.59541787513897,774.8290160324013,No
3361-B991,Male,1,Yes,No,33,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.75658202483126,893.0482375139309,Yes
3529-A580,Female,0,No,No,0,No,No,No,No,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),22.922851988976085,3.86986298393111,Yes
5342-B738,Female,0,No,No,31,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,29.401104233950846,920.2315882030549,No
7512-C182,Male,0,Yes,No,70,No,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),52.79256275962961,3688.114296634726,No
6383-C979,Female,0,Yes,Yes,66,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),77.93411648119724,5148.315327420773,No
9742-B424,Female,0,No,No,19,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Mailed check,37.1587661845456,701.6258785200375,No
8994-C136,Female,1,Yes,No,34,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,107.49488902326512,3651.5538002613966,No
2121-A746,Female,0,No,Yes,16,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.49243433956467,1601.6164906749304,Yes
5708-A864,Male,0,No,Yes,17,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),70.56297483732095,1198.0726593024422,No
2480-B200,Female,0,No,No,44,No,No phone service,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.03308799674267,3998.492013935749,No
2646-B270,Female,0,No,Yes,52,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,55.06601673222522,2849.777685854596,No
5906-A147,Male,0,No,No,67,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),21.946168169675534,1474.0001611268654,No
6314-A400,Male,0,No,Yes,64,No,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.13545117702026,6995.263637003565,No
6873-B541,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,31.09324556991111,0.0,No
3385-A643,Female,1,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,113.51770331115497,,No
7751-C798,Female,0,No,Yes,25,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.72420012074406,1883.6772165312668,No
3950-A279,Female,0,No,No,19,No,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,48.959087632653706,937.7156880533803,No
2293-C991,Female,0,No,No,9,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),68.05022464284039,612.781166432178,No
7267-C799,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),68.66379579677096,3985.1785179383473,Yes
4945-B697,Male,0,No,No,40,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,20.590351483979482,816.6399558760564,No
3344-A572,Female,0,Yes,No,4,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.97371511435593,219.47036909229223,No
5161-B361,Female,0,No,Yes,64,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),92.6065128540632,5920.839950246698,No
1153-B394,Male,0,No,No,16,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,69.51195348954616,1108.054520911389,Yes
9955-A175,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,42.795126759463216,883.5213854832491,Yes
8237-B701,Male,0,Yes,Yes,40,No,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.92854093371287,2069.4201157399966,No
5901-C534,Male,0,No,Yes,67,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,104.98696650815289,7028.8718030169985,Yes
5097-B965,Female,1,No,No,68,No,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),71.06774185009807,4835.734540933056,No
5949-A493,Female,0,No,Yes,10,No,Yes,DSL,Yes,Yes,No,No internet service,No,No,One year,Yes,Mailed check,71.34938831639921,719.4504409197708,No
8916-A342,Female,0,Yes,Yes,55,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,114.87747963462651,6312.182062140238,Yes
7248-C467,Female,1,Yes,No,50,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.49858060318266,2523.284584776844,No
5847-C402,Female,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),66.44388307317595,1345.7415141081299,No
1359-C505,Female,1,Yes,Yes,25,No,No,DSL,No,No internet service,No,No internet service,No internet service,No,One year,No,Mailed check,99.82721657094382,2496.991499904444,No
5497-A679,Male,0,Yes,No,18,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),94.52068101314649,1696.0033337925977,Yes
1803-C863,Female,0,Yes,No,59,No,Yes,No,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),44.96284190383159,2636.011184724171,No
9138-B894,Male,0,No,Yes,70,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),33.434650284341274,2331.886294770197,No
4770-C921,Male,0,No,Yes,46,Yes,No phone service,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.67080990683051,4069.9285595334322,Yes
6772-A751,Female,0,Yes,No,70,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.144445769123074,3109.889941042619,Yes
4115-C356,Male,0,No,Yes,25,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),110.97892076668623,2765.9884439442258,No
3240-C199,Female,0,No,Yes,39,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),31.23939324591722,1218.8467658741542,No
1645-B907,Male,0,Yes,Yes,4,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),50.240677613545046,204.67028604296894,No
8222-A693,Female,0,No,No,20,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),23.756118315953834,486.18761556926586,Yes
6977-C234,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,88.9321833397695,266.87679243790114,Yes
2476-B434,Female,0,Yes,Yes,22,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,107.82189621599753,2366.9785716759384,No
7807-A305,Female,0,No,No,14,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Two year,No,Electronic check,82.1553899967662,1144.4100944389281,No
3165-C997,Female,0,Yes,Yes,7,No,No,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,112.4941780589041,791.0230463391268,No
6994-C613,Female,0,Yes,Yes,40,No,Yes,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,31.16464983937157,1239.7425989994647,No
5465-A363,Female,1,Yes,No,18,No,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,27.067259689901242,476.1688629908347,No
8894-B864,Male,0,Yes,No,45,Yes,No phone service,No,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,102.51047948232076,4607.866533486131,No
6549-A579,Male,0,Yes,No,27,Yes,Yes,No,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,104.22887312634403,2800.9347309992622,No
2233-A872,Male,0,Yes,No,67,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,101.76947247426638,,No
4696-C841,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,98.54597270464144,1385.609144965694,No
7511-C474,Male,0,Yes,Yes,36,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),54.65395057583535,1983.7506591642182,No
2479-B114,Female,0,No,No,0,No,No phone service,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,40.10493940093447,4.854360367404885,No
5332-C226,Female,0,No,No,66,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,No,Credit card (automatic),111.5948040097779,7380.502994945767,No
8451-B788,Male,0,No,Yes,23,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),49.10351837625757,1133.0555692944831,Yes
5295-C490,Male,0,Yes,No,26,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),58.28997205748524,1522.8010867045693,Yes
7086-A791,Female,1,Yes,Yes,39,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,88.55567542488913,3432.3341513052646,No
4830-B125,Male,1,No,No,62,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,47.73228603939575,2950.2584384727747,No
6374-C326,Female,0,No,Yes,60,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.57258726688062,6034.724513765396,Yes
2035-C943,Female,0,No,No,35,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,25.288479674994015,885.7086662726894,Yes
8606-C409,Female,0,Yes,No,23,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),97.76385807258792,2247.804925482794,No
7689-A243,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,78.73605792308932,1815.4592850019615,No
1742-A411,Female,1,No,No,3,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),75.83586123341608,232.44961307954804,Yes
9071-A199,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.3168924334354,4253.566058777615,No
4846-C238,Male,0,No,Yes,33,No,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,46.09308242648395,1527.7616552850118,No
7367-B479,Female,0,Yes,Yes,56,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),64.88906368583929,3645.828440402775,No
9850-B701,Female,0,Yes,Yes,48,No,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),63.477865457878075,3059.0598781524122,No
3531-B770,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),76.91729597269853,4001.446035069077,No
2622-B730,Male,0,No,No,22,No,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Two year,No,Electronic check,46.548215728480784,1044.8772339122204,No
7686-B133,Female,0,No,No,68,No,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,26.048355988602978,1784.8815125742185,No
7070-A554,Male,0,Yes,Yes,52,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),32.8314893872334,1699.1679390914812,Yes
8285-A975,Female,0,No,No,61,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),88.51733186188807,5403.483276885745,No
6942-A802,Male,0,No,Yes,40,No,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),20.51047912837182,801.9929837157167,No
7018-C760,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),104.32252598686571,5825.319472447657,No
6876-A507,Male,0,No,No,59,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,88.03693141173129,5189.184009988788,No
5520-A225,Female,0,Yes,No,53,No,Yes,No,Yes,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),95.44269740142548,5049.708512988913,No
8450-A778,Male,0,No,No,69,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,102.26643713389421,7051.450732737958,No
4475-C754,Male,0,Yes,Yes,56,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,30.582399614983206,,No
1349-A905,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.90633464249166,920.4099148409222,Yes
6464-A228,Male,0,No,No,39,No,No phone service,DSL,No,No internet service,No,No,No,Yes,One year,No,Bank transfer (automatic),68.96656498473516,2701.4135537694024,No
4362-A949,Female,1,Yes,No,6,No,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),107.2451457946963,647.6028121378574,No
4394-C321,Male,0,No,Yes,37,No,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,107.35195340656452,3961.151081852266,Yes
4817-B892,Female,0,No,No,60,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,20.679893397294105,1235.2197226246487,No
3417-C102,Male,0,Yes,Yes,2,No,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,56.72795415609566,119.82774156626344,Yes
